贵州黔云斋餐饮管理服务有限公司,贵州省贵阳市,蒋学意,15585315999,,5,保密,团膳通,是,是,是,是,否,https://web.tansent.com/77868/
威海珺乐鹏餐饮管理有限公司,威海高技术产业开发区,王伟军,18663107530,,4,5,团膳通,是,是,否,是,否,https://web.tansent.com/102093/
南京爱丽世餐饮管理有限公司,江苏省南京市,郭明哲,18651616046,,7,保密,团膳通,否,否,否,否,否,https://web.tansent.com/62469/
重庆凡谷餐饮管理有限公司,重庆市市辖区,谢志强,15334547106,,6,15,团膳通,否,是,否,否,否,https://web.tansent.com/54693/
河南盈康餐饮管理服务有限公司,,张先生,18317320055,,6,保密,团膳通,否,否,否,否,否,https://web.tansent.com/68260/
广东双佳实业有限公司,广东、广西等(寻找资源合作经营),吴先生,13005513999,,5,88,团膳通,否,否,否,否,否,https://web.tansent.com/79879/
北京缘聚德餐饮管理有限公司,北京市市辖区,王道峰,18210328792,,7,保密,团膳通,否,否,否,否,否,https://web.tansent.com/55217/
威海德睿餐饮管理有限责任公司,北京市市辖区,董经理,18513578969,,9,保密,团膳通,否,否,否,否,否,https://web.tansent.com/38857/
安徽润博餐饮管理服务有限公司,安徽省,张经理,55165157177,,8,53,团膳通,否,否,否,否,否,https://web.tansent.com/39433/
苏州恒利源餐饮管理有限公司,江苏省苏州市,白文海,18936144399,0512-65964399,8,30,团膳通,否,否,否,否,否,https://web.tansent.com/58071/
重庆醉昌州饮食文化有限公司,,邓元福,19922989880,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/76847/
广西新概念餐饮投资管理有限责任公司,广西,罗总,13152500216,,9,保密,团膳通,是,是,否,是,否,https://web.tansent.com/36793/
重庆华生园食品股份有限公司,重庆市市辖区,陈经理,15025449701,,9,保密,团膳通,否,否,是,否,是,https://web.tansent.com/56508/
广州市翔顺食品有限公司,广东省广州市,林毅,18928791677,,6,15,团膳通,是,是,是,是,否,https://web.tansent.com/55460/
重庆快乐食间餐饮管理有限责任公司,重庆,张女士,,,6,22,团膳通,是,是,否,是,否,https://web.tansent.com/72233/
厦门中科苑餐饮管理有限公司,,郑青云,15859214648,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/87395/
湖南顶好餐饮管理有限公司,湖南省长沙市,生延平,13786106474,,9,保密,团膳通,否,否,否,否,否,https://web.tansent.com/57195/
成都味森源餐饮管理有限公司,,林先生,18581760888,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/79522/
山东中品一禾餐饮有限公司,山东省,张建坤,17705310124,,6,保密,团膳通,否,否,否,否,否,https://web.tansent.com/66001/
河南百地餐饮管理有限公司,全国范围,李总,18736989888,,5,12,团膳通,是,是,是,是,否,https://web.tansent.com/87029/
赣州市藤青阁餐饮管理有限公司,江西省,李先生,18079752383,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/81195/
南京骞柯缘和餐饮管理有限公司,江苏，安徽,陈恳,13915930060,,4,3,团膳通,否,否,否,否,否,https://web.tansent.com/94110/
苏州百味轩餐饮管理有限公司,全国,方文祥,13812885381,,2,27,团膳通,否,否,否,否,否,https://web.tansent.com/133835/
云南麦维多百乐汇餐饮管理有限公司,云南省昆明市,陈总,13708486088,,7,保密,团膳通,否,否,否,否,否,https://web.tansent.com/61881/
浙江新宇教育后勤管理有限公司,浙江省杭州市,唐先生,,0571-88088619,9,保密,团膳通,否,否,否,否,否,https://web.tansent.com/38310/
北京来来食品有限公司,,李忠平,13693543716,,6,保密,团膳通,否,否,否,否,否,https://web.tansent.com/75946/
福州四海春餐饮管理有限公司,福建省福州市,黄鼎海,13696858589、13696858589、15880088868,0591-83328889,8,保密,团膳通,是,是,否,是,否,https://web.tansent.com/40988/
苏州君创餐饮管理有限公司,江苏省苏州市,王先生,13913592549,,8,保密,团膳通,否,否,否,否,否,https://web.tansent.com/57426/
宁波笑哈哈后勤服务有限公司,浙江省宁波市、台州市、舟山市,王小姐,15258167601,0574-87661117,9,30,团膳通,是,是,是,是,否,https://web.tansent.com/60341/
合肥绿滟商务发展有限公司,安徽省合肥市,倪总,13965099752,,10,保密,团膳通,否,否,否,否,否,https://web.tansent.com/31957/
西安厚朴餐饮管理有限公司,陕西省,赵文彦,13700245988,,5,20,团膳通,否,否,否,否,否,https://web.tansent.com/82112/
湖南中果餐饮有限责任公司,全国,徐总,15802636376,,6,33,团膳通,否,否,否,否,否,https://web.tansent.com/59476/
福建丰谷餐饮管理有限公司,,黄先生,13163886363,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/78577/
四川惠才餐饮文化有限公司,"四川,重庆、贵州、云南",杨代平,13018121268,,9,保密,团膳通,否,否,否,否,否,https://web.tansent.com/38362/
潍坊利捷餐饮管理有限公司,山东省,邵先生,13721950177,,7,保密,团膳通,否,是,是,是,否,https://web.tansent.com/57969/
陕西金顺源餐饮服务管理有限公司,陕西省,薛护团,18092278629,,5,30,团膳通,是,是,否,否,否,https://web.tansent.com/86945/
公司,经营地区,联系人,电话,固话,入驻团膳/年,团膳等级,承包食堂,ISO22000,ISO9001,中央厨房,投保,上市公司,公司官网
贵州恒亿餐饮管理有限公司,贵州.重庆,黎生,13662698058,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/78223/
上海甬味家餐饮有限公司,江西省上饶市,蔡先生,13774336506,,4,2,团膳通,否,否,否,否,否,https://web.tansent.com/99746/
云南海磊餐饮管理有限公司,云南省昆明市,胡常海,,0871-65147884,8,保密,团膳通,否,否,否,否,否,https://web.tansent.com/51640/
天津金旺盛餐饮管理有限公司,天津市滨海新区,李中元,13752298846,,5,35,团膳通,否,否,否,是,否,https://web.tansent.com/82375/
青岛联合美厨餐饮管理有限公司,全山东,王如君,18661669113,,4,保密,团膳通,否,否,否,否,否,https://web.tansent.com/92004/
泰州稻花香餐饮管理有限公司,泰州,谢经理,13815954155,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/79082/
深圳市宏翔餐饮服务有限公司,,刘杰,13823358249,,6,20,团膳通,否,否,否,否,否,https://web.tansent.com/72500/
常州市桂花香餐饮有限公司,,杨波,13584386688,,6,保密,团膳通,否,否,否,否,否,https://web.tansent.com/75416/
沈阳荣峰餐饮服务管理有限公司,沈阳市沈北新区道义南大街28-3号,王建锋,18602423433,,4,保密,团膳通,否,否,否,否,否,https://web.tansent.com/84981/
南充市杰诚后勤管理有限公司,四川省南充市,任杰,13890787755,,6,保密,团膳通,否,否,否,否,否,https://web.tansent.com/68156/
武汉东方龙餐饮管理有限公司,湖南、,陈小姐,18684846899,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/77131/
成都兢兢餐饮管理有限公司,四川省成都市,王女士,,028-87897041,8,保密,团膳通,否,否,否,否,否,https://web.tansent.com/57311/
广州市掌瑞饮食服务有限公司,广东珠三角及全国各大城市,郭先生,,,8,120,团膳通,是,是,是,是,否,https://web.tansent.com/46736/
南昌市鼎业餐饮有限公司,全国,柳小姐,18870816331、18870816331、18779879661,,6,保密,团膳通,否,否,否,否,否,https://web.tansent.com/68599/
西安同桌情餐饮管理有限公司,陕西省,黄先生,17719592111,,4,保密,团膳通,否,否,否,否,否,https://web.tansent.com/99506/
福建京元餐饮管理有限公司,均可,章先生,13075989858,0591-87550679,8,保密,团膳通,否,否,是,是,否,https://web.tansent.com/52081/
统禾（上海）餐饮有限公司,,杨先生,13901987588,,6,保密,团膳通,是,否,是,是,否,https://web.tansent.com/70377/
无锡泓乐餐饮管理有限公司,江苏省无锡市滨湖区,李昌平,18816201628,,6,5,团膳通,否,否,否,否,否,https://web.tansent.com/64845/
苏州工业园区同发餐饮管理服务有限公司,江苏省苏州市,高佳鸿,,0512-89996021,9,保密,团膳通,否,否,否,否,否,https://web.tansent.com/51391/
重庆味共享餐饮管理有限公司,,章清谋,13627687889,,6,保密,团膳通,否,否,否,否,否,https://web.tansent.com/66161/
新乡市牧野佳朋餐饮管理有限公司,餐饮管理 服务 食堂 餐厅,刘茂利,13598661821,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/88077/
东莞市康琪膳食管理服务有限公司,全国,刘生,15876961100,,2,保密,团膳通,否,否,否,否,否,https://web.tansent.com/127992/
福州中快餐饮管理有限公司,福建省福州市,蒋坤,15959189198,,9,30,团膳通,否,否,否,否,否,https://web.tansent.com/59364/
宁波市江徽美食餐饮有限公司,浙江、安徽、江苏,黄明,18668815255,,6,80,团膳通,是,是,是,是,否,https://web.tansent.com/59685/
淄博鼎顺餐饮管理有限公司,山东省、河南省,常,,0533-7450101,9,保密,团膳通,否,否,否,否,否,https://web.tansent.com/60843/
福建悦膳餐饮管理有限公司,,刘先生,15306973610,,6,保密,团膳通,否,否,否,否,否,https://web.tansent.com/63160/
杨凌中盛餐饮管理有限公司,陕西省咸阳市,熊功联,15129109227,,9,保密,团膳通,是,是,否,否,否,https://web.tansent.com/59751/
武汉现代华科餐饮文化管理有限公司,湖北省河南省安徽省,龙饮,15971303060,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/77338/
上海利客豪餐饮管理有限公司,上海市市辖区,施先生,15601691988,,10,保密,团膳通,否,否,否,否,否,https://web.tansent.com/30336/
广东富德斯餐饮管理有限公司,广东省广州市,汪填斌,,,8,保密,团膳通,否,否,否,否,否,https://web.tansent.com/58699/
吉林省诚悦配餐服务有限公司,吉林省,宋总,13756886666,,6,30,团膳通,否,否,否,否,否,https://web.tansent.com/76307/
湖南省顺壹餐饮管理有限公司,湖南省,舒晓　,,0731-83880483,9,保密,团膳通,否,否,否,否,否,https://web.tansent.com/59439/
南京迈志豪餐饮管理有限公司,,程先生,13515122938,,4,保密,团膳通,否,否,否,否,否,https://web.tansent.com/97045/
山东美轩餐饮管理有限公司,山东,马海洋,19862166345,,2,保密,团膳通,否,否,否,否,否,https://web.tansent.com/132799/
四川津辉餐饮管理有限公司,四川省成都市高新区天府三街69号新希望国际B座15楼14号,江波,13880586099,,6,保密,团膳通,否,否,否,否,否,https://web.tansent.com/2562/
天津致达餐饮管理有限公司,河北省,李拥军,17358759151,,2,5,团膳通,否,否,否,否,否,https://web.tansent.com/102783/
北京美餐巧达科技有限公司,,宋宝文,18610513077,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/88311/
南通宝膳餐饮管理有限公司,华东地区,颜向东,15358751113,,6,保密,团膳通,否,是,是,是,否,https://web.tansent.com/73235/
上海光阳餐饮服务有限公司,上海市市辖区,沈光良,13301661883,,10,45,团膳通,否,否,否,否,否,https://web.tansent.com/28925/
南昌中乐餐饮管理有限公司,江西省南昌市,万勇,13870805826,,10,保密,团膳通,否,否,否,否,否,https://web.tansent.com/19542/
厦门禾堂餐饮企业管理有限公司,福建省厦门市,章先生,18250829339,,8,500,团膳通,否,否,否,否,否,https://web.tansent.com/50579/
河南华彩生态农业有限公司,全国,郭健伟,15638199966,,4,保密,团膳通,否,否,否,否,否,https://web.tansent.com/95058/
青岛弘康酒店管理有限责任公司,山东省青岛市,朱女士,13854211648,,14,200,团膳通,否,否,否,否,否,https://www.tansent.com/tscom/zt/20075/77/
武汉企源餐饮管理有限公司,湖北,周经理,18602717890,,9,100,团膳通,是,是,否,否,否,https://web.tansent.com/126833/
山东煜桓综合服务有限公司,山东省烟台市,林娜娜,18660570333,,8,128,团膳通,否,否,否,否,否,https://web.tansent.com/50583/
长沙锦茂餐饮管理有限公司,湖南,喻先生,18684970999,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/78588/
合肥宸翰轩餐饮管理有限公司,安徽省合肥市,牛高亮,18056007550,,8,35,团膳通,否,否,否,否,否,https://web.tansent.com/46739/
杭州优创餐饮管理有限公司,浙江,李经理,13735553891,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/86149/
河南立鑫餐饮管理咨询有限公司,河南郑州市,樊战立,13283812353,,4,保密,团膳通,否,否,否,否,否,https://web.tansent.com/102707/
河南和谐餐饮管理有限公司,河南省新乡市,李经理,15936553574,,9,保密,团膳通,否,否,否,否,否,https://web.tansent.com/55648/
东莞市鸿泰兴膳食管理服务有限公司,广东省东莞市,黄先生,,0757-86768888,9,39,团膳通,否,否,否,否,否,https://web.tansent.com/58315/
北京源味缘餐饮管理有限公司,北京市市辖区,杨经理,13801360227,,8,20,团膳通,否,否,否,是,否,https://web.tansent.com/49472/
常州泰康餐饮管理有限公司,,庞总,15895015188,,6,保密,团膳通,否,否,否,否,否,https://web.tansent.com/69980/
重庆吴大姐餐饮有限公司,,吴应秀,15826014775,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/76500/
沈阳润麦餐饮管理有限公司,辽宁省,夏爽,13904033000,,5,保密,团膳通,否,否,否,否,否,https://web.tansent.com/77846/
江西金虔餐饮管理有限公司,江西省,郭国民,13698479999,,11,60,团膳通,是,是,否,是,否,https://web.tansent.com/61058/
海南好食尚餐饮管理有限公司,海南省海口市,李先生,13307588481,,7,13,团膳通,否,是,否,否,否,https://web.tansent.com/62112/
重庆雅福食品股份有限公司,,赵老师,18223381618,023-67136887,9,保密,团膳通,是,否,是,是,是,https://web.tansent.com/71380/
厦门食得乐餐饮管理有限公司,厦门市漳州市泉州市莆田市福州市及长、珠三角地区,张先生,13859928278,,4,保密,团膳通,否,否,否,否,否,https://web.tansent.com/98214/
长沙市大禾餐饮管理有限公司,,彭志刚,,0731-86940777,6,保密,团膳通,否,否,否,否,否,https://web.tansent.com/75944/
江苏闻香阁餐饮管理有限公司,,林经理,13805232226,,5,保密,团膳通,是,是,否,否,否,https://web.tansent.com/78580/
宁波益家乐餐饮服务有限公司,全国,彭春明,13780052989,0574-86810418,6,10,团膳通,是,是,否,是,否,https://web.tansent.com/14115/
郑州迎九餐饮服务有限公司,河南省,魏迎九,15538357999,,6,5,团膳通,否,否,否,否,否,https://web.tansent.com/69612/
连云港汇鑫堂餐饮管理有限公司,江苏省连云港市,雷雷,13775442112,,9,保密,团膳通,否,否,否,否,否,https://web.tansent.com/57708/
安徽紫鸿餐饮管理有限公司,全国性经营,张总,13866138215,,6,20,团膳通,是,是,否,是,否,https://web.tansent.com/73964/
海南韦记美食美客餐饮管理有限公司,海南省海口市龙华区,韦海城,15108998999,,5,5,团膳通,否,否,否,否,否,https://web.tansent.com/85771/
北京和齐利餐饮管理有限公司,北京市北京市,王先生,13683063361,,7,保密,团膳通,否,否,否,否,否,https://web.tansent.com/62661/
淄博德兴源餐饮管理有限公司,山东省淄博市,王先生,15953336628,,8,保密,团膳通,否,否,否,否,否,https://web.tansent.com/46967/
